Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
OKLAHOMA,6.0,15.03775,-391.308,2.6936738,0.32790774,7.7,15.737999929794523
OKLAHOMA,17.0,14.076604,-984.7385,2.620027,0.34647512,7.7,15.737999929794523
KANSAS,16.0,13.785403,-892.3678,2.6433747,0.35221356,7.7,16.21301534650456
NEBRASKA OVERLAND,11.0,21.169436,-372.92123,2.8517504,0.60396034,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,20.91387,-268.90665,3.7571688,0.8443192,4.4,17.420924666307858
KANSAS,5.0,19.617228,-241.58371,3.7542408,0.7473194,4.4,16.21301534650456
NEBRASKA OVERLAND,8.0,15.544382,-555.69226,3.0411894,0.51281786,7.7,17.420924666307858
NEBRASKA OVERLAND,16.0,14.76001,-910.05005,2.5990803,0.37148318,7.7,17.420924666307858
OKLAHOMA,17.0,10.802669,-1036.449,2.524891,0.2468683,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,19.604574,-465.6115,3.6437414,0.8210898,4.4,17.078772725687102
NEBRASKA SETTLER,7.0,18.848495,-502.33072,3.588262,0.8093658,6.5,17.078772725687102
OKLAHOMA,7.0,12.061038,-438.73767,2.826386,0.31592503,7.7,15.737999929794523
NEBRASKA OVERLAND,5.0,23.293154,-236.16577,3.9338849,0.88205427,4.4,17.420924666307858
OKLAHOMA,16.0,11.077558,-852.8177,2.4730957,0.23480211,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,21.026726,-360.24017,3.349081,0.7548394,4.4,17.078772725687102
NEBRASKA SETTLER,7.0,18.62433,-574.4219,3.343547,0.6861106,7.7,17.078772725687102
NEBRASKA OVERLAND,16.0,19.426563,-905.5509,3.0314667,0.71513146,7.7,17.420924666307858
OKLAHOMA,10.0,11.812768,-632.4909,2.6524067,0.27718753,7.7,15.737999929794523
OKLAHOMA,13.0,13.001672,-733.1709,2.566881,0.28588393,7.7,15.737999929794523
OKLAHOMA,6.0,11.72244,-385.0327,2.6575572,0.274479,7.7,15.737999929794523
OKLAHOMA,12.0,18.098108,-683.5274,2.8425314,0.5288269,6.5,15.737999929794523
OKLAHOMA,10.0,12.221426,-616.7086,2.714346,0.32611483,7.7,15.737999929794523
NEBRASKA SETTLER,13.0,21.507492,-633.8147,3.5939314,0.9034071,4.4,17.078772725687102
OKLAHOMA,8.0,23.227238,-434.9728,3.6957684,0.8442653,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,21.05172,-254.9115,3.2989812,0.6151559,4.4,17.420924666307858
NEBRASKA OVERLAND,10.0,18.46079,-548.76013,2.784859,0.5402578,6.5,17.420924666307858
NEBRASKA SETTLER,16.0,16.77789,-1029.5046,2.9167945,0.5043981,7.7,17.078772725687102
NEBRASKA SETTLER,12.0,15.973281,-779.2672,2.8245523,0.44476572,7.7,17.078772725687102
OKLAHOMA,7.0,11.657881,-456.96906,2.6124473,0.26829007,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,11.505123,-708.6187,2.519468,0.2736969,8.9,17.420924666307858
NEBRASKA SETTLER,14.0,15.807343,-880.69916,2.8431602,0.4707972,7.7,17.078772725687102
KANSAS,6.0,14.934465,-378.75543,2.708486,0.37319854,7.7,16.21301534650456
KANSAS,7.0,17.244312,-424.0,2.862837,0.491691,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,14.29459,-509.8974,2.9986145,0.45247602,8.9,17.078772725687102
OKLAHOMA,10.0,17.186428,-551.6184,2.8220875,0.45695302,6.5,15.737999929794523
OKLAHOMA,10.0,17.673203,-590.8737,3.0061057,0.58694416,6.5,15.737999929794523
NEBRASKA SETTLER,9.0,21.371971,-360.93195,3.408364,0.79206324,4.4,17.078772725687102
OKLAHOMA,10.0,11.019394,-574.4589,2.5122566,0.23622169,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,16.650787,-488.044,2.7641573,0.4225798,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,17.989311,-376.38495,3.3736212,0.71101457,6.5,17.420924666307858
OKLAHOMA,6.0,21.956047,-262.30533,3.7157717,0.807322,4.4,15.737999929794523
KANSAS,12.0,16.304241,-770.1376,2.8893445,0.46476245,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,18.70849,-764.73535,3.3620186,0.7061105,7.7,17.078772725687102
OKLAHOMA,7.0,11.192985,-502.35126,2.6544378,0.2659653,8.9,15.737999929794523
KANSAS,5.0,16.142101,-352.06244,3.0279858,0.5194236,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,15.240662,-455.6817,3.0436592,0.51041144,7.7,17.420924666307858
NEBRASKA SETTLER,5.0,21.144884,-255.44388,4.0010905,0.9658175,4.4,17.078772725687102
OKLAHOMA,11.0,11.738238,-796.27814,2.7544198,0.31782678,8.9,15.737999929794523
OKLAHOMA,9.0,18.976788,-610.6819,3.317509,0.6686986,6.5,15.737999929794523
OKLAHOMA,17.0,16.707758,-934.69617,2.6061356,0.3769739,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,18.250366,-542.09534,3.3418136,0.6708332,7.7,17.420924666307858
OKLAHOMA,17.0,16.189196,-980.59674,2.6053066,0.33157945,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.395437,-451.1455,3.246687,0.5721226,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,21.349125,-256.02844,3.91612,0.91788954,4.4,17.078772725687102
NEBRASKA SETTLER,7.0,12.778699,-476.9731,2.8401313,0.37327546,7.7,17.078772725687102
OKLAHOMA,8.0,12.857599,-481.04764,2.7180479,0.31482735,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,12.487251,-479.55652,2.6897576,0.31695554,8.9,17.420924666307858
OKLAHOMA,5.0,23.85341,-245.8113,3.7023578,0.76939654,4.4,15.737999929794523
NEBRASKA SETTLER,10.0,21.357977,-350.8779,2.8791776,0.5854419,4.4,17.078772725687102
KANSAS,8.0,19.938799,-352.8059,3.4285085,0.7225715,4.4,16.21301534650456
KANSAS,8.0,15.310145,-488.37177,2.6887736,0.3899169,7.7,16.21301534650456
KANSAS,7.0,17.218893,-453.8283,3.2396004,0.63197285,6.5,16.21301534650456
OKLAHOMA,10.0,10.360111,-760.9517,2.6112595,0.23023257,8.9,15.737999929794523
OKLAHOMA,17.0,22.416155,-844.25964,2.7127898,0.5517926,4.4,15.737999929794523
NEBRASKA SETTLER,7.0,14.241221,-494.41278,2.9693959,0.45724776,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,21.250025,-413.56607,3.7308388,0.88996536,4.4,17.078772725687102
OKLAHOMA,14.0,10.79308,-974.3252,2.5740552,0.24523328,8.9,15.737999929794523
NEBRASKA OVERLAND,6.0,16.470985,-455.92084,3.095009,0.5685493,7.7,17.420924666307858
OKLAHOMA,10.0,18.953314,-619.73737,3.0134296,0.54622793,6.5,15.737999929794523
KANSAS,9.0,18.132421,-546.3769,3.2877,0.7019205,6.5,16.21301534650456
OKLAHOMA,14.0,11.154595,-788.81683,2.5060272,0.24536756,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,19.32766,-576.0797,3.6940522,0.8578757,6.5,17.078772725687102
OKLAHOMA,11.0,10.653828,-733.0197,2.6208162,0.24574503,7.7,15.737999929794523
OKLAHOMA,11.0,13.448046,-669.1783,2.6047194,0.29515603,7.7,15.737999929794523
KANSAS,14.0,14.616589,-802.07166,2.6216438,0.35166585,7.7,16.21301534650456
OKLAHOMA,14.0,12.151156,-817.70056,2.5441194,0.2559548,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.90746,-472.8306,3.4060364,0.6435194,7.7,17.078772725687102
NEBRASKA SETTLER,16.0,20.102076,-753.93915,2.996173,0.71598774,4.4,17.078772725687102
OKLAHOMA,12.0,11.854543,-804.2716,2.725064,0.3091504,8.9,15.737999929794523
KANSAS,8.0,15.440448,-524.24634,2.810536,0.43738246,7.7,16.21301534650456
OKLAHOMA,17.0,22.17804,-920.35986,2.6841784,0.5058834,7.7,15.737999929794523
NEBRASKA OVERLAND,15.0,15.234175,-860.6899,2.6310256,0.39509994,7.7,17.420924666307858
NEBRASKA SETTLER,5.0,20.762001,-249.2959,3.8031557,0.8507222,4.4,17.078772725687102
OKLAHOMA,10.0,23.830387,-488.94397,3.4377506,0.8065203,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,21.366499,-355.78018,3.7232513,0.8860232,4.4,17.078772725687102
NEBRASKA SETTLER,5.0,14.318871,-306.7222,3.1514075,0.4713531,7.7,17.078772725687102
OKLAHOMA,9.0,22.05205,-446.54633,3.2291346,0.67175984,4.4,15.737999929794523
OKLAHOMA,11.0,13.665733,-663.64185,2.6319883,0.31881687,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,16.798023,-686.7676,2.9231632,0.5197737,7.7,17.420924666307858
OKLAHOMA,13.0,11.932687,-801.63055,2.5767272,0.2890686,8.9,15.737999929794523
KANSAS,7.0,18.030529,-435.45428,3.4198682,0.7212416,6.5,16.21301534650456
NEBRASKA SETTLER,8.0,12.67736,-585.5601,2.8262606,0.36259627,8.9,17.078772725687102
KANSAS,11.0,18.154615,-616.53534,3.0138936,0.6080216,6.5,16.21301534650456
NEBRASKA SETTLER,8.0,15.3987465,-567.83264,2.9635804,0.4956257,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,21.212662,-367.4221,3.538937,0.81888103,4.4,17.078772725687102
KANSAS,7.0,20.049341,-284.48328,3.0517402,0.5437517,4.4,16.21301534650456
OKLAHOMA,12.0,17.335615,-636.89984,2.7615807,0.48881298,6.5,15.737999929794523
KANSAS,8.0,13.894735,-464.98303,2.5749645,0.3321181,7.7,16.21301534650456
OKLAHOMA,17.0,14.870773,-974.60266,2.589057,0.32970703,7.7,15.737999929794523
OKLAHOMA,7.0,15.290951,-441.02588,2.919566,0.44133142,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,21.105389,-298.538,3.3493462,0.7125916,4.4,17.420924666307858
NEBRASKA SETTLER,8.0,14.751664,-555.5657,3.1581104,0.52843624,7.7,17.078772725687102
NEBRASKA OVERLAND,9.0,13.396125,-645.3882,2.8530927,0.4078239,8.9,17.420924666307858
KANSAS,12.0,20.113966,-496.3654,3.099442,0.7105936,4.4,16.21301534650456
KANSAS,5.0,16.806252,-331.11935,2.8050122,0.43341804,7.7,16.21301534650456
OKLAHOMA,6.0,14.992024,-348.24112,2.606576,0.31573382,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,15.584375,-458.8933,3.0760677,0.5327117,7.7,17.420924666307858
OKLAHOMA,7.0,22.282112,-348.8528,3.8195276,0.88215995,4.4,15.737999929794523
OKLAHOMA,12.0,18.655722,-626.63074,2.745456,0.4628295,6.5,15.737999929794523
NEBRASKA SETTLER,9.0,18.57988,-558.8294,3.3534079,0.7234518,6.5,17.078772725687102
KANSAS,6.0,15.46128,-393.7239,2.8622189,0.44172895,7.7,16.21301534650456
OKLAHOMA,13.0,22.338001,-550.93854,3.1918173,0.74563384,4.4,15.737999929794523
OKLAHOMA,14.0,11.519308,-781.5852,2.5987163,0.2718776,7.7,15.737999929794523
NEBRASKA SETTLER,14.0,11.08246,-904.23114,2.556233,0.26269445,8.9,17.078772725687102
OKLAHOMA,12.0,23.542387,-426.40155,2.8635964,0.66645116,4.4,15.737999929794523
OKLAHOMA,16.0,13.064178,-925.7356,2.569622,0.2782977,7.7,15.737999929794523
OKLAHOMA,16.0,20.137787,-798.559,2.770085,0.54987776,6.5,15.737999929794523
KANSAS,11.0,19.123919,-588.3118,3.2721398,0.745658,6.5,16.21301534650456
NEBRASKA OVERLAND,9.0,15.337835,-600.17645,2.8577993,0.42991087,7.7,17.420924666307858
OKLAHOMA,12.0,23.478409,-473.03973,2.9668782,0.6645356,4.4,15.737999929794523
OKLAHOMA,15.0,12.003379,-834.9134,2.5133836,0.25702044,7.7,15.737999929794523
KANSAS,7.0,17.93243,-429.99008,2.7131016,0.43528566,7.7,16.21301534650456
KANSAS,7.0,17.69586,-518.1144,3.0323348,0.5441091,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,21.148672,-432.42697,3.3409145,0.77096,4.4,17.078772725687102
KANSAS,6.0,17.104986,-456.71985,3.1367915,0.5610341,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,17.250423,-438.8778,3.19902,0.6154048,7.7,17.420924666307858
NEBRASKA OVERLAND,8.0,21.540964,-307.59097,3.1036632,0.6403478,4.4,17.420924666307858
OKLAHOMA,15.0,19.841915,-785.22296,2.839556,0.5563916,6.5,15.737999929794523
NEBRASKA OVERLAND,14.0,22.160967,-502.35928,2.7755222,0.615072,4.4,17.420924666307858
NEBRASKA OVERLAND,11.0,18.83603,-619.9238,2.8733523,0.60413057,6.5,17.420924666307858
OKLAHOMA,14.0,10.506226,-892.54095,2.4648438,0.23599043,8.9,15.737999929794523
OKLAHOMA,8.0,13.139271,-458.34155,2.574909,0.29379207,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,19.042923,-470.90878,3.3684754,0.7449654,6.5,17.420924666307858
OKLAHOMA,12.0,23.617386,-405.98444,2.8972998,0.6421716,4.4,15.737999929794523
KANSAS,13.0,17.956976,-678.3918,2.8211725,0.5426084,6.5,16.21301534650456
OKLAHOMA,14.0,12.169615,-812.3782,2.6061833,0.3057162,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,16.571814,-571.12823,3.3509507,0.62912023,7.7,17.078772725687102
OKLAHOMA,6.0,23.300312,-248.2975,3.2728376,0.5481976,4.4,15.737999929794523
KANSAS,8.0,17.899612,-480.67197,2.9404535,0.56155044,6.5,16.21301534650456
KANSAS,7.0,11.786153,-467.33386,2.5023644,0.26478222,8.9,16.21301534650456
KANSAS,8.0,19.802032,-282.76047,3.0330775,0.5244004,4.4,16.21301534650456
OKLAHOMA,11.0,23.8394,-445.75366,3.1214066,0.69333345,4.4,15.737999929794523
KANSAS,8.0,10.903664,-529.26227,2.482155,0.2430018,8.9,16.21301534650456
NEBRASKA OVERLAND,7.0,15.383058,-475.79672,3.110773,0.5375885,7.7,17.420924666307858
KANSAS,14.0,14.718938,-842.8429,2.6957154,0.4092008,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,16.19319,-471.56393,3.197583,0.5653559,7.7,17.078772725687102
OKLAHOMA,16.0,14.31744,-934.54956,2.6189973,0.3416718,7.7,15.737999929794523
NEBRASKA SETTLER,8.0,16.270615,-595.8882,3.2000873,0.59183884,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,14.113007,-527.6727,2.9116201,0.42751697,7.7,17.078772725687102
OKLAHOMA,16.0,20.842344,-767.4385,2.6646745,0.50485396,7.7,15.737999929794523
NEBRASKA SETTLER,10.0,14.891603,-619.52057,2.7888217,0.41412136,7.7,17.078772725687102
KANSAS,7.0,17.342058,-453.85214,3.5471022,0.75640166,6.5,16.21301534650456
NEBRASKA OVERLAND,8.0,13.114067,-540.62836,2.6375513,0.33148295,8.9,17.420924666307858
NEBRASKA SETTLER,10.0,15.125888,-701.6123,3.261714,0.5631055,7.7,17.078772725687102
NEBRASKA SETTLER,11.0,21.216488,-414.143,3.076929,0.7055514,4.4,17.078772725687102
NEBRASKA OVERLAND,16.0,13.528424,-874.8133,2.5478659,0.32791355,7.7,17.420924666307858
KANSAS,15.0,20.668047,-724.19696,2.8852477,0.6402045,4.4,16.21301534650456
OKLAHOMA,6.0,15.110069,-384.59003,2.6613774,0.33456674,7.7,15.737999929794523
NEBRASKA OVERLAND,9.0,19.37867,-511.34848,2.95887,0.5690935,6.5,17.420924666307858
OKLAHOMA,7.0,18.847609,-396.89853,3.1644356,0.5559371,6.5,15.737999929794523
KANSAS,12.0,17.752703,-600.75024,2.7154524,0.49203023,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,15.344242,-561.87744,3.2820113,0.57113796,7.7,17.078772725687102
NEBRASKA SETTLER,5.0,21.451649,-248.52032,3.6742814,0.78082573,4.4,17.078772725687102
OKLAHOMA,16.0,12.815718,-896.3071,2.544211,0.2898485,7.7,15.737999929794523
KANSAS,6.0,16.274153,-399.2999,2.9960084,0.49964997,7.7,16.21301534650456
OKLAHOMA,15.0,12.469408,-831.3561,2.5596206,0.2942649,7.7,15.737999929794523
OKLAHOMA,16.0,10.300229,-1012.1052,2.4416196,0.22548625,8.9,15.737999929794523
KANSAS,15.0,14.386037,-903.32324,2.6901076,0.3438098,7.7,16.21301534650456
OKLAHOMA,17.0,12.873102,-922.91174,2.5543451,0.29664087,7.7,15.737999929794523
KANSAS,6.0,18.837381,-371.45102,3.8772283,0.8882188,4.4,16.21301534650456
OKLAHOMA,14.0,12.250565,-816.6284,2.6514122,0.31226486,7.7,15.737999929794523
NEBRASKA SETTLER,15.0,20.6575,-660.42755,3.0263355,0.7449005,4.4,17.078772725687102
NEBRASKA OVERLAND,10.0,17.144588,-675.2247,2.894841,0.52462023,7.7,17.420924666307858
NEBRASKA OVERLAND,11.0,21.853693,-356.8703,2.778675,0.54249877,4.4,17.420924666307858
NEBRASKA OVERLAND,7.0,21.311836,-275.1261,3.0610142,0.57177633,4.4,17.420924666307858
OKLAHOMA,5.0,22.837059,-238.54274,3.5174131,0.58301735,4.4,15.737999929794523
OKLAHOMA,8.0,10.713661,-505.97058,2.6573577,0.24923126,7.7,15.737999929794523
OKLAHOMA,7.0,23.697258,-343.34653,3.5989838,0.8116595,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,20.208584,-331.81787,3.7943397,0.8782346,4.4,17.420924666307858
OKLAHOMA,17.0,19.156473,-1020.12537,2.6527407,0.40707025,7.7,15.737999929794523
NEBRASKA SETTLER,10.0,13.749903,-730.2748,3.0159905,0.45744443,8.9,17.078772725687102
NEBRASKA SETTLER,12.0,17.976633,-807.47766,3.2994297,0.6952633,7.7,17.078772725687102
KANSAS,8.0,16.130417,-490.93732,2.8049333,0.4244351,7.7,16.21301534650456
OKLAHOMA,12.0,19.828959,-698.6675,3.0836165,0.5870099,6.5,15.737999929794523
KANSAS,12.0,20.213383,-394.14105,2.8315964,0.57145137,4.4,16.21301534650456
NEBRASKA SETTLER,13.0,14.98692,-814.17993,2.7397332,0.39948243,7.7,17.078772725687102
KANSAS,11.0,15.799276,-720.97076,2.7463262,0.40967238,7.7,16.21301534650456
OKLAHOMA,15.0,10.402145,-938.4428,2.476789,0.23588094,8.9,15.737999929794523
OKLAHOMA,9.0,13.673978,-541.76013,2.5536382,0.2740358,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,21.457952,-351.24585,3.1554415,0.7122258,4.4,17.078772725687102
KANSAS,7.0,14.141415,-477.45337,2.8213754,0.4121724,7.7,16.21301534650456
KANSAS,15.0,17.61569,-762.10986,2.784505,0.55256814,6.5,16.21301534650456
NEBRASKA OVERLAND,6.0,17.913067,-445.5952,3.319604,0.66878223,7.7,17.420924666307858
NEBRASKA OVERLAND,11.0,17.107203,-636.2325,2.6619232,0.4558569,7.7,17.420924666307858
NEBRASKA SETTLER,9.0,16.945576,-619.94,3.142617,0.5878029,7.7,17.078772725687102
OKLAHOMA,6.0,14.704287,-322.92917,2.5908048,0.29506192,7.7,15.737999929794523
KANSAS,12.0,17.807102,-634.7149,2.7582347,0.5199319,6.5,16.21301534650456
KANSAS,8.0,19.900866,-297.53717,3.0210156,0.556347,4.4,16.21301534650456
NEBRASKA OVERLAND,7.0,21.158049,-279.94104,3.2554524,0.6537002,4.4,17.420924666307858
OKLAHOMA,14.0,11.91359,-797.03156,2.5831645,0.28415665,7.7,15.737999929794523
OKLAHOMA,8.0,14.962148,-493.13614,2.715302,0.3684101,7.7,15.737999929794523
NEBRASKA SETTLER,13.0,20.921036,-517.0914,2.9611294,0.6951468,4.4,17.078772725687102
OKLAHOMA,9.0,16.300158,-521.37476,2.8999925,0.43052402,6.5,15.737999929794523
NEBRASKA SETTLER,7.0,14.455276,-559.1985,3.1270149,0.49660093,7.7,17.078772725687102
NEBRASKA OVERLAND,11.0,12.113623,-728.8475,2.671622,0.31316793,8.9,17.420924666307858
OKLAHOMA,14.0,11.6673,-800.7575,2.55476,0.26751435,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.473978,-462.7316,3.1379857,0.55728096,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,11.9641695,-713.50415,2.767135,0.34475327,8.9,17.078772725687102
KANSAS,6.0,17.271797,-426.14197,2.9738636,0.52129656,7.7,16.21301534650456
OKLAHOMA,12.0,12.83824,-695.01733,2.5775871,0.2989665,7.7,15.737999929794523
OKLAHOMA,12.0,23.499998,-419.4828,2.837318,0.63488483,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,23.480902,-263.02536,3.4203844,0.7240811,4.4,17.420924666307858
OKLAHOMA,11.0,18.905855,-671.14404,3.0943904,0.6268583,6.5,15.737999929794523
NEBRASKA OVERLAND,6.0,17.60297,-346.69498,2.7234368,0.4753068,7.7,17.420924666307858
NEBRASKA SETTLER,8.0,17.234713,-584.79395,3.2720597,0.61988056,7.7,17.078772725687102
KANSAS,6.0,20.714457,-266.09924,3.7080758,0.7934582,4.4,16.21301534650456
KANSAS,10.0,12.618853,-629.0696,2.6691146,0.32049686,8.9,16.21301534650456
KANSAS,11.0,20.156857,-341.63773,2.8189955,0.57292205,4.4,16.21301534650456
NEBRASKA SETTLER,6.0,15.770928,-500.44345,3.3187027,0.58797044,7.7,17.078772725687102
KANSAS,17.0,14.695793,-961.65607,2.6461332,0.38047662,7.7,16.21301534650456
OKLAHOMA,12.0,11.467963,-733.2367,2.5718882,0.27046454,8.9,15.737999929794523
NEBRASKA SETTLER,14.0,20.813145,-594.5861,3.1161716,0.7536384,4.4,17.078772725687102
OKLAHOMA,14.0,17.7062,-750.2565,2.8275795,0.49404806,6.5,15.737999929794523
OKLAHOMA,8.0,14.85517,-473.78052,2.5822022,0.31742015,7.7,15.737999929794523
KANSAS,17.0,14.387636,-948.66846,2.6043825,0.38030574,7.7,16.21301534650456
KANSAS,7.0,15.6523285,-473.69095,3.0031722,0.48837674,7.7,16.21301534650456
OKLAHOMA,16.0,21.807028,-630.9732,2.7177386,0.5931535,4.4,15.737999929794523
NEBRASKA SETTLER,8.0,14.933639,-528.61237,3.0697508,0.504964,7.7,17.078772725687102
OKLAHOMA,15.0,11.052227,-838.6489,2.4877074,0.23857604,7.7,15.737999929794523
OKLAHOMA,14.0,13.929706,-787.845,2.644407,0.36482468,7.7,15.737999929794523
NEBRASKA SETTLER,16.0,15.910638,-892.6075,2.6678972,0.4433998,7.7,17.078772725687102
KANSAS,7.0,19.910355,-317.1565,3.7387607,0.8346434,4.4,16.21301534650456
NEBRASKA OVERLAND,7.0,17.1484,-513.4622,3.1490953,0.6076192,7.7,17.420924666307858
NEBRASKA SETTLER,11.0,15.983441,-739.29724,2.8845975,0.47305858,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,13.6073885,-416.35803,2.6122825,0.32742396,8.9,17.420924666307858
OKLAHOMA,7.0,23.919935,-334.95477,3.6097612,0.8067585,4.4,15.737999929794523
NEBRASKA OVERLAND,6.0,17.519058,-402.5267,3.0366473,0.5735504,7.7,17.420924666307858
OKLAHOMA,7.0,16.508842,-454.79575,2.832376,0.43384764,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,14.879738,-804.2613,2.6814487,0.40630746,7.7,17.420924666307858
KANSAS,9.0,11.045524,-615.4649,2.527539,0.2610968,8.9,16.21301534650456
NEBRASKA SETTLER,6.0,15.923331,-435.93332,3.1102254,0.5246,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,17.505209,-420.27478,2.9463675,0.55183744,7.7,17.420924666307858
NEBRASKA OVERLAND,12.0,22.919085,-479.79105,3.06707,0.7212345,4.4,17.420924666307858
NEBRASKA OVERLAND,5.0,22.227547,-235.62856,3.8816547,0.848907,4.4,17.420924666307858
OKLAHOMA,7.0,10.899401,-494.02448,2.7651873,0.26189092,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,17.046083,-478.62354,3.0652764,0.5400708,7.7,17.078772725687102
OKLAHOMA,6.0,12.081797,-387.40344,2.6933982,0.27553377,7.7,15.737999929794523
KANSAS,14.0,20.037216,-493.1092,2.7291727,0.5529235,4.4,16.21301534650456
NEBRASKA SETTLER,11.0,15.301518,-781.9339,2.9836247,0.4990142,8.9,17.078772725687102
NEBRASKA OVERLAND,12.0,20.489159,-535.2581,3.020233,0.6986901,4.4,17.420924666307858
OKLAHOMA,12.0,10.5813265,-660.21344,2.4754233,0.22871879,7.7,15.737999929794523
NEBRASKA SETTLER,14.0,16.032936,-891.03894,2.8896122,0.47161764,7.7,17.078772725687102
NEBRASKA SETTLER,9.0,16.396744,-599.6775,3.0207155,0.51695204,7.7,17.078772725687102
OKLAHOMA,9.0,13.031284,-550.8542,2.6994612,0.32494628,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,21.21498,-532.9753,2.8577654,0.69183457,4.4,17.420924666307858
KANSAS,16.0,19.32616,-704.6298,2.7472692,0.59931874,4.4,16.21301534650456
KANSAS,13.0,13.023284,-737.66174,2.526309,0.2842697,7.7,16.21301534650456
NEBRASKA OVERLAND,5.0,20.960209,-244.61151,3.6275988,0.7489678,4.4,17.420924666307858
OKLAHOMA,9.0,13.3409815,-529.69037,2.6602738,0.30416507,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,17.465508,-521.9199,3.1002367,0.5771022,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,14.784346,-712.29834,3.1236506,0.51959497,7.7,17.078772725687102
NEBRASKA SETTLER,14.0,15.498039,-866.3492,2.7958243,0.42875087,7.7,17.078772725687102
KANSAS,8.0,18.031652,-515.32434,3.4743502,0.76043075,6.5,16.21301534650456
OKLAHOMA,9.0,11.0978565,-590.9363,2.685381,0.2669552,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,18.016254,-649.20245,2.7982757,0.55140644,6.5,17.420924666307858
KANSAS,6.0,16.143583,-382.89017,3.0615256,0.5210265,7.7,16.21301534650456
OKLAHOMA,11.0,11.279048,-756.5468,2.6723006,0.27837136,8.9,15.737999929794523
NEBRASKA OVERLAND,5.0,20.687204,-246.84912,3.8306694,0.8598428,4.4,17.420924666307858
KANSAS,6.0,16.473555,-384.31833,2.8367114,0.45229912,7.7,16.21301534650456
NEBRASKA SETTLER,8.0,17.350306,-667.58435,3.4012103,0.6611663,7.7,17.078772725687102
NEBRASKA OVERLAND,7.0,18.29479,-544.2725,3.2601213,0.6595834,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,21.081789,-324.77698,3.5481215,0.79262304,4.4,17.420924666307858
NEBRASKA OVERLAND,7.0,18.037281,-517.58716,2.946118,0.5503775,7.7,17.420924666307858
NEBRASKA OVERLAND,10.0,15.699533,-644.73334,2.9099956,0.49436337,7.7,17.420924666307858
OKLAHOMA,17.0,16.561407,-919.21924,2.6364396,0.4019435,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,13.403711,-592.46814,2.8786664,0.39023852,8.9,17.420924666307858
NEBRASKA OVERLAND,16.0,19.46312,-787.2831,2.709897,0.5875134,7.7,17.420924666307858
